id_siniestro,id_poliza,id_asegurado,id_vehiculo,ramo,cobertura,fecha_ocurrencia,fecha_reporte,monto_reclamado_usd,monto_estimado_usd,monto_pagado_usd,estado,sucursal,ciudad_evento,descripcion,documentos_completos,id_beneficiario,tipo_beneficiario,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,historial_siniestros_asegurado,tuvo_parte_policial,tuvo_testigo,fault_responsable,etiqueta_fraude_simulada,ramo_pol,fecha_inicio,fecha_fin,prima_usd,suma_asegurada_usd,deducible_usd,canal_venta,ciudad,estado_poliza,tipo_cobertura,segmento,antiguedad_anios,ciudad_ase,num_polizas,reclamos_ultimos_12_meses,mora_actual,score_cliente_simulado,placa,chasis,motor,marca,modelo,anio_vehiculo,categoria,valor_comercial_usd,id_proveedor,nombre,tipo,ciudad_prov,antiguedad_anios_prov,lista_restrictiva,reclamos_asociados,porcentaje_casos_observados,monto_promedio_reclamado_usd
SIN-000011,POL-0010381,ASE-005117,VEH-0000011,Vehículos,Choque,2023-03-12,2023-03-15,30000.0,35000.0,30000.0,Pago Total,Cuenca,Cuenca,Para conocimiento de la Compañía: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó trasera de mi vehículo. Existe video de cámaras del lugar. Ref. 338410.,False,PRV-0029,Taller,351,14,3,0,False,False,Asegurado,0,Vehículos,2022-03-26,2023-03-26,3000.0,60000.0,400.0,Broker,Cuenca,Vencida,All Perils,Premium,15,Cuenca,3,3,False,705,AUE-7532,GW9DUWRP312E35D6K,KHPP9CE4Z,Mazda,CX-30,2014,Sedan,58843.9,PRV-0029,Taller La Y,Taller,Machala,15,False,409,2372,6636.96
SIN-000012,POL-0010403,ASE-005130,VEH-0000012,Vehículos,Responsabilidad Civil,2023-03-27,2023-03-27,5250.0,6300.0,5250.0,Pago Total,Quito,Quito,"Comunico que Volcadura del vehículo ocurrida la madrugada del 27/03/2023 en curva pronunciada de la Av. Francisco de Orellana. Conductor único, sin terceros involucrados. Quedo a la espera de la inspección del perito. Ref. 102959.",True,PRV-0041,Perito,78,287,0,3,False,False,Asegurado,0,Vehículos,2023-01-08,2024-01-08,485.43,5000.0,400.0,Web,Quito,Vencida,Liability,Estándar,10,Quito,3,3,False,693,PFS-4702,9U4SXT9FLUW9EU4TD,8AYIZDB0,Honda,Civic,2014,Sport,18031.41,PRV-0041,Perito Aut. R. Andrade,Perito,Portoviejo,16,False,317,347,5660.81
SIN-000013,POL-0004525,ASE-002221,VEH-0000013,Vehículos,Responsabilidad Civil,2023-01-20,2023-01-20,18942.3,18970.5,0.0,Reserva,Ambato,Ambato,Reporto a la aseguradora que Vehículo asegurado sufrió colisión frontal mientras se encontraba detenido en semáforo en la avenida Panamericana Norte. El tercero responsable abandonó el lugar antes de la llegada de la policía. Solicito se atienda con prontitud el reclamo. Ref. 714695.,True,PRV-0003,Taller,133,232,0,1,False,False,Asegurado,0,Vehículos,2022-09-09,2023-09-09,235.0,60000.0,400.0,Venta directa,Ambato,Vencida,Liability,Premium,15,Ambato,3,3,False,633,TSJ-5855,7V6EX0C9W4HARMZ09,7BAQ3D64L,Ford,EcoSport,2016,Sport,68711.55,PRV-0003,Mecánica Integral Pichincha,Taller,Manta,4,False,300,40,5239.83
SIN-000014,POL-0009695,ASE-004766,VEH-0000014,Vehículos,Choque,2023-01-27,2023-02-01,30000.0,35000.0,0.0,Reserva,Ambato,Ambato,"Pongo en conocimiento: A las 09:00 del 27/01/2023, en la Av. 6 de Diciembre, otro vehículo invadió mi carril produciendo impacto lateral derecha. Se reporta daño en capó del vehículo asegurado. Quedo a la espera de la inspección del perito. Ref. 533094.",True,PRV-0016,Taller,31,334,5,0,False,False,Tercero,0,Vehículos,2022-12-27,2023-12-27,2952.06,60000.0,400.0,Agente,Ambato,Vencida,Collision,Estándar,16,Ambato,4,4,False,677,THA-2539,VVULV3J32R5PGDFB8,L6XEGYA8K2,Honda,CR-V,2023,Sedan,69852.86,PRV-0016,Auto Repuestos y Servicio Imbabura,Taller,Quito,13,False,332,301,5616.3
SIN-000015,POL-0006010,ASE-002956,VEH-0000015,Vehículos,Responsabilidad Civil,2023-01-30,2023-02-02,15499.03,16887.92,0.0,Reserva,Manta,Manta,"Para conocimiento de la Compañía: Realizando giro en intersección de Av. República con calle Sucre, fui golpeado en lateral derecha por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Se anexan fotografías del evento. Ref. 150758.",True,PRV-0028,Taller,100,265,3,0,False,False,Asegurado,0,Vehículos,2022-10-22,2023-10-22,1450.45,56696.09,400.0,Banca seguros,Manta,Vencida,Liability,Estándar,12,Manta,1,1,False,853,MTE-6582,108AJAZ3SD362V7YK,NT9966W1YN,Ford,Ranger,2014,Sport,79701.31,PRV-0028,Auto Eléctrica La Florida,Taller,Manta,12,False,322,217,5484.93
SIN-000016,POL-0009935,ASE-004890,VEH-0000016,Vehículos,Responsabilidad Civil,2023-08-22,2023-08-28,8628.16,9462.02,8628.16,Pago Parcial,Cuenca,Cuenca,Pongo en conocimiento: Aproximadamente a las 04:45 sufrí accidente de tránsito en la Vía a la Costa cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Quedo a la espera de la inspección del perito. Ref. 204157.,False,PRV-0036,Clínica,242,123,6,0,False,False,Asegurado,0,Vehículos,2022-12-23,2023-12-23,2154.56,60000.0,400.0,Banca seguros,Cuenca,Vencida,Liability,Estándar,4,Cuenca,3,3,False,776,APK-3984,4C2S0J4MT0NG3Y9B1,G5JWQ6ZF,Ford,Explorer,2017,Sport,71563.21,PRV-0036,Policlínico Manabí,Clínica,Guayaquil,11,False,312,385,511.88
SIN-000017,POL-0011816,ASE-005835,VEH-0000017,Vehículos,Choque,2023-04-27,2023-05-03,30000.0,35000.0,30000.0,Pago Total,Ambato,Ambato,Pongo en conocimiento: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó frontal de mi vehículo. Existe video de cámaras del lugar. Quedo a la espera de la inspección del perito. Ref. 422370.,True,PRV-0026,Taller,247,118,6,0,False,False,Asegurado,0,Vehículos,2022-08-23,2023-08-23,3000.0,60000.0,400.0,Venta directa,Ambato,Vencida,All Perils,Premium,2,Ambato,4,4,False,647,TMD-1529,CZADCF2WAJV5PVGUS,STAQRNO1,Ford,EcoSport,2016,Sedan,75266.93,PRV-0026,Chevrocenter Servicios,Taller,Machala,24,False,304,395,5930.96
SIN-000018,POL-0010944,ASE-005405,VEH-0000018,Vehículos,Choque,2023-07-30,2023-08-02,17983.93,19664.86,17983.93,Pago Parcial,Quito,Quito,Solicito atención al siguiente caso. El día 30/07/2023 circulando por la Av. Simón Bolívar en sentido este-oeste fui impactado en la parte posterior por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Ref. 269542.,True,PRV-0036,Clínica,54,311,3,0,False,False,Tercero,0,Vehículos,2023-06-06,2024-06-05,949.77,19069.74,400.0,Agente,Quito,Vencida,Collision,Estándar,19,Quito,3,3,False,769,PQI-4888,1CCCTW51G2GU568G1,FPIE9NW06,Chevrolet,Spark,2016,Sedan,18723.2,PRV-0036,Policlínico Manabí,Clínica,Guayaquil,11,False,312,385,511.88
SIN-000019,POL-0001164,ASE-000568,VEH-0000019,Vehículos,Responsabilidad Civil,2023-05-25,2023-05-29,540.6,648.72,540.6,Anticipo,Manta,Manta,"Comunico que Atendiendo a familiar transportado al hospital, un automotor en la Av. de las Américas cruzó sin precaución la intersección y produjo daños severos en puerta del pasajero. Adjunto documentación de respaldo. Ref. 104894.",True,PRV-0036,Clínica,37,328,4,1,False,False,Asegurado,0,Vehículos,2023-04-18,2024-04-17,503.78,20172.94,400.0,Agente,Manta,Vencida,Liability,Estándar,14,Manta,2,2,False,673,MKR-8444,L4GU6HT5XN4B95J0C,ADAQHXPGMJ,Chevrolet,D-Max,2016,Sport,20403.82,PRV-0036,Policlínico Manabí,Clínica,Guayaquil,11,False,312,385,511.88
SIN-000020,POL-0012045,ASE-005949,VEH-0000020,Vehículos,Responsabilidad Civil,2023-04-24,2023-05-02,4231.16,5077.39,4231.16,Pago Parcial,Guayaquil,Guayaquil,Pongo en conocimiento: Reporto siniestro ocurrido el 24/04/2023 en Samborondón. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en puerta del pasajero. Solicito gestionar la cobertura conforme a la póliza. Ref. 743196.,True,PRV-0043,Perito,77,288,8,3,False,False,Tercero,0,Vehículos,2023-02-06,2024-02-06,1900.12,60000.0,400.0,Broker,Guayaquil,Vencida,Liability,Estándar,6,Guayaquil,4,4,False,677,GDW-0537,5HTNLFVV9H9FRTXB2,XIO8I2WKMC,Honda,Civic,2017,Sport,59757.27,PRV-0043,Perito Aut. L. Salazar,Perito,Cuenca,9,False,336,268,553.51
SIN-000021,POL-0006904,ASE-003408,VEH-0000021,Vehículos,Responsabilidad Civil,2023-04-14,2023-05-02,2289.03,2285.32,2289.03,Liquidado,Quito,Quito,"Por medio del presente, El 14/04/2023 alrededor de las 11:45, mi vehículo fue golpeado por un taxi en El Condado cuando este intentaba un giro indebido. Daño en luneta. Ref. 315773.",True,PRV-0007,Taller,219,146,18,1,False,False,Asegurado,0,Vehículos,2022-09-07,2023-09-07,150.0,17354.18,400.0,Banca seguros,Quito,Vencida,Liability,Joven,9,Quito,3,3,False,662,PXD-8929,4ULV5CNWFALKJ5PUH,7IZ14A3S,Mazda,CX-30,2014,Sport,4000.0,PRV-0007,Auto Reparaciones Cuenca,Taller,Manta,21,False,413,1937,5893.07
SIN-000022,POL-0000544,ASE-000272,VEH-0000022,Vehículos,Choque,2023-01-14,2023-01-17,4681.41,4855.75,4681.41,Pago Parcial,Quito,Quito,Solicito atención al siguiente caso. En el redondel de Tumbaco otro conductor no respetó el derecho de paso ocasionando choque lateral con resultado de daños considerables. Ref. 154523.,False,PRV-0039,Perito,308,57,3,1,False,False,Asegurado,0,Vehículos,2022-03-12,2023-03-12,794.85,5000.0,400.0,Venta directa,Quito,Vencida,Collision,Estándar,19,Quito,3,3,False,689,PHS-2222,E648MCK30AVSN9UYG,ZVCLP35D44,Chevrolet,Captiva,2014,Sedan,21023.06,PRV-0039,Perito Aut. J. Carrasco,Perito,Machala,13,False,318,252,5705.45
SIN-000023,POL-0009269,ASE-004553,VEH-0000023,Vehículos,Responsabilidad Civil,2023-08-20,2023-08-31,17282.52,17624.78,17282.52,Pago Total,Ambato,Ambato,Para conocimiento de la Compañía: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó frontal de mi vehículo. Existe video de cámaras del lugar. Solicito gestionar la cobertura conforme a la póliza. Ref. 522167.,True,PRV-0036,Clínica,270,95,11,1,False,False,Asegurado,0,Vehículos,2022-11-23,2023-11-23,518.61,15792.65,400.0,Agente,Ambato,Vencida,Liability,Premium,20,Ambato,3,3,False,702,TYU-3841,HRKW367MMA5FF6M0U,1ZV5TRX7,Mazda,BT-50,2014,Sport,19468.37,PRV-0036,Policlínico Manabí,Clínica,Guayaquil,11,False,312,385,511.88
SIN-000024,POL-0007406,ASE-003653,VEH-0000024,Vehículos,Responsabilidad Civil,2023-06-17,2023-06-20,1041.63,1249.96,0.0,Reserva,Guayaquil,Guayaquil,El suscrito asegurado informa: Aproximadamente a las 20:45 sufrí accidente de tránsito en la Panamericana Sur cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Ref. 332615.,True,PRV-0013,Taller,176,189,3,0,False,False,Tercero,0,Vehículos,2022-12-23,2023-12-23,695.39,23783.46,400.0,Web,Guayaquil,Vencida,Liability,Corporativo,8,Guayaquil,3,3,False,621,GEY-3952,E7E64DUG8V9RB3VXJ,E7NRY7NJX,Chevrolet,Captiva,2017,Sport,26740.75,PRV-0013,Reparauto Loja,Taller,Portoviejo,21,False,352,2386,6705.24
SIN-000025,POL-0002485,ASE-001202,VEH-0000025,Vehículos,Choque,2023-09-15,2023-09-15,30000.0,35000.0,30000.0,Liquidado,Guayaquil,Guayaquil,"Reporto a la aseguradora que Atendiendo a familiar transportado al hospital, un automotor en la Vía Daule cruzó sin precaución la intersección y produjo daños severos en parabrisas. Quedo a la espera de la inspección del perito. Ref. 672397.",False,PRV-0048,Perito,153,212,0,5,True,False,Asegurado,0,Vehículos,2023-04-15,2024-04-14,3000.0,60000.0,400.0,Banca seguros,Guayaquil,Vencida,All Perils,Estándar,18,Guayaquil,3,3,False,764,GOK-1203,LWCS2X5TKRPWU9PYS,5FWXUJE41,Mazda,3,2014,Sedan,65800.22,PRV-0048,Inspecciones Técnicas Andinas,Perito,Guayaquil,4,False,313,319,5900.39
SIN-000026,POL-0012641,ASE-006244,VEH-0000026,Vehículos,Responsabilidad Civil,2023-03-20,2023-04-04,13929.45,16661.6,13929.45,Liquidado,Cuenca,Cuenca,Reporto a la aseguradora que Reporto siniestro ocurrido el 20/03/2023 en Solanda. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en parabrisas. Adjunto documentación de respaldo. Ref. 455009.,False,PRV-0041,Perito,297,68,15,5,False,False,Asegurado,0,Vehículos,2022-05-27,2023-05-27,512.38,18392.38,400.0,Broker,Cuenca,Vencida,Liability,Corporativo,14,Cuenca,6,6,False,589,AMW-7107,31XZGT8T8H1AV01AK,L5FWDEA7P,Chevrolet,D-Max,2014,Sport,17353.19,PRV-0041,Perito Aut. R. Andrade,Perito,Portoviejo,16,False,317,347,5660.81
SIN-000027,POL-0006576,ASE-003246,VEH-0000027,Vehículos,Choque,2023-03-16,2023-06-22,25028.46,30034.15,25028.46,Liquidado,Ambato,Ambato,"Pongo en conocimiento: El 16/03/2023 alrededor de las 22:45, mi vehículo fue golpeado por un taxi en Las Cumbres cuando este intentaba un giro indebido. Daño en parachoques delantero. Ref. 292176.",True,PRV-0019,Taller,348,17,98,5,False,False,Asegurado,0,Vehículos,2022-04-02,2023-04-02,967.1,23836.63,400.0,Web,Manta,Vencida,Collision,Corporativo,16,Manta,3,3,False,776,MSM-6687,FD2TG9164CFE367GM,DW37RF4E,Honda,CR-V,2018,Sedan,25967.31,PRV-0019,Tecno-Color Pinturas Automotrices,Taller,Machala,23,False,298,436,5557.48
SIN-000028,POL-0003007,ASE-001459,VEH-0000028,Vehículos,Choque,2023-05-21,2023-05-26,30000.0,35000.0,30000.0,Pago Total,Quito,Quito,Hago constar que Reporto siniestro ocurrido el 21/05/2023 en Las Cumbres. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en parachoques posterior. Se anexan fotografías del evento. Ref. 217868.,True,PRV-0047,Perito,146,219,5,3,False,False,Asegurado,0,Vehículos,2022-12-26,2023-12-26,1847.53,28583.43,400.0,Banca seguros,Quito,Vencida,All Perils,Premium,17,Quito,2,2,False,820,PWP-4441,HF9USWLFZ7M9JWG88,WNZN5NN0ZX,Acura,MDX,2016,Sedan,4000.0,PRV-0047,Estudio Pericial Ecuador,Perito,Manta,14,False,326,399,611.13
SIN-000029,POL-0009582,ASE-004713,VEH-0000029,Vehículos,Choque,2023-03-07,2023-06-02,30000.0,35000.0,30000.0,Anticipo,Santo Domingo,Santo Domingo,"El suscrito asegurado informa: A las 07:30 del 07/03/2023, en la Vía Daule, otro vehículo invadió mi carril produciendo impacto trasera. Se reporta daño en puerta del conductor del vehículo asegurado. Estoy disponible para ampliar información si se requiere. Ref. 688922.",True,PRV-0017,Taller,6,359,87,0,False,False,Asegurado,1,Vehículos,2023-03-01,2024-02-29,3000.0,60000.0,400.0,Agente,Quito,Vencida,All Perils,Estándar,20,Quito,6,6,False,518,PPQ-7375,L7TNRV6A7SD7L64FV,SUPOV3Q7,Honda,Fit,2023,Sedan,6542.68,PRV-0017,Latonería Internacional,Taller,Guayaquil,23,False,353,2323,6701.74
SIN-000030,POL-0003984,ASE-001944,VEH-0000030,Vehículos,Choque,2023-05-15,2023-05-24,17379.43,20855.32,0.0,Reserva,Ambato,Ambato,Aproximadamente a las 13:45 sufrí accidente de tránsito en la Av. de las Américas cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Se anexa parte policial. Ref. 764179.,False,PRV-0046,Perito,290,75,9,0,False,False,Asegurado,0,Vehículos,2022-07-29,2023-07-29,668.64,16551.84,400.0,Agente,Ambato,Vencida,Collision,Joven,16,Ambato,1,1,False,737,TBK-4298,TREEYEN3X5FEU77Y8,7O9QPWYI8,Mazda,CX-5,2016,Sedan,17878.47,PRV-0046,Perito Aut. P. Tobar,Perito,Santo Domingo,12,False,284,317,5628.61
SIN-000031,POL-0009763,ASE-004802,VEH-0000031,Vehículos,Choque,2023-03-10,2023-03-11,8303.12,9815.4,0.0,Negativa,Guayaquil,Guayaquil,"Colisión por alcance en la Av. Mariscal Sucre, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Se anexa parte policial. Ref. 516305.",True,PRV-0023,Taller,143,222,1,3,False,False,Asegurado,0,Vehículos,2022-10-18,2023-10-18,1359.6,26985.99,400.0,Web,Guayaquil,Vencida,Collision,Estándar,10,Guayaquil,4,4,False,646,GQK-7404,JMXRVWERFY2T5RU6J,2E0UA0KGJX,Dodge,Journey,2014,Sedan,25851.44,PRV-0023,Servicios Vehiculares Bolívar,Taller,Santo Domingo,4,False,317,41,5356.89
SIN-000032,POL-0012737,ASE-006288,VEH-0000032,Vehículos,Choque,2023-03-05,2023-03-14,30000.0,15000.0,30000.0,Pago Total,Quito,Quito,Choque múltiple en la Av. Francisco de Orellana en condiciones de lluvia. Mi vehículo recibió impacto de dos automotores y presenta afectación en puerta del pasajero. Se anexan fotografías del evento. Ref. 203704.,True,PRV-0002,Taller,71,294,9,1,False,False,Asegurado,0,Vehículos,2022-12-24,2023-12-24,3000.0,60000.0,400.0,Web,Quito,Vencida,Collision,Estándar,15,Quito,2,2,False,768,PBB-1621,ZR3WGJUU1TBUTK9PC,Q9FV5GJE,Honda,Fit,2023,Sedan,70767.68,PRV-0002,Auto Servicio El Cóndor,Taller,Loja,11,False,429,2051,6488.69
SIN-000033,POL-0010728,ASE-005298,VEH-0000033,Vehículos,Choque,2023-03-08,2023-03-08,20214.03,10107.02,20214.03,Liquidado,Quito,Quito,"El suscrito asegurado informa: Mientras realizaba la prueba de manejo de Ponceano hacia el centro de la ciudad, un motociclista impactó mi vehículo. Daños superficiales en parabrisas. Quedo a la espera de la inspección del perito. Ref. 733608.",False,PRV-0038,Clínica,182,183,0,5,False,False,Asegurado,0,Vehículos,2022-09-07,2023-09-07,777.56,19251.46,400.0,Agente,Quito,Vencida,Collision,Estándar,9,Quito,3,3,False,650,PBJ-6937,HS2FA8B3DB38VA4CK,7HZSHWF9GZ,Chevrolet,Spark,2016,Sedan,21230.04,PRV-0038,Centro Médico Cuenca,Clínica,Machala,25,False,308,325,5185.57
